"filename", "language", "Makefile", "HTML", "C", "C++", "Log", "comment", "blank", "total"
"/home/parsa/Desktop/nano/lib/windows-rwlock.c", "C", 0, 0, 278, 0, 0, 80, 20, 378
"/home/parsa/Desktop/nano/lib/windows-rwlock.h", "C++", 0, 0, 0, 37, 0, 20, 12, 69
"/home/parsa/Desktop/nano/lib/wmemchr-impl.h", "C++", 0, 0, 0, 10, 0, 16, 2, 28
"/home/parsa/Desktop/nano/lib/wmemchr.c", "C", 0, 0, 3, 0, 0, 17, 4, 24
"/home/parsa/Desktop/nano/lib/wmempcpy.c", "C", 0, 0, 7, 0, 0, 18, 4, 29
"/home/parsa/Desktop/nano/lib/xalloc-oversized.h", "C++", 0, 0, 0, 22, 0, 37, 7, 66
"/home/parsa/Desktop/nano/lib/xsize.c", "C", 0, 0, 3, 0, 0, 16, 3, 22
"/home/parsa/Desktop/nano/lib/xsize.h", "C++", 0, 0, 0, 46, 0, 47, 16, 109
"/home/parsa/Desktop/nano/m4/Makefile", "Makefile", 1723, 0, 0, 0, 0, 12, 56, 1791
"/home/parsa/Desktop/nano/po/Makefile", "Makefile", 409, 0, 0, 0, 0, 66, 65, 540
"/home/parsa/Desktop/nano/src/Makefile", "Makefile", 1931, 0, 0, 0, 0, 27, 73, 2031
"/home/parsa/Desktop/nano/src/browser.c", "C", 0, 0, 467, 0, 0, 158, 112, 737
"/home/parsa/Desktop/nano/src/chars.c", "C", 0, 0, 465, 0, 0, 71, 121, 657
"/home/parsa/Desktop/nano/src/color.c", "C", 0, 0, 243, 0, 0, 67, 65, 375
"/home/parsa/Desktop/nano/src/cut.c", "C", 0, 0, 501, 0, 0, 111, 117, 729
"/home/parsa/Desktop/nano/src/definitions.h", "C++", 0, 0, 0, 411, 0, 166, 55, 632
"/home/parsa/Desktop/nano/src/files.c", "C", 0, 0, 1812, 0, 0, 414, 445, 2671
"/home/parsa/Desktop/nano/src/global.c", "C", 0, 0, 1257, 0, 0, 179, 143, 1579
"/home/parsa/Desktop/nano/src/help.c", "C", 0, 0, 442, 0, 0, 70, 67, 579
"/home/parsa/Desktop/nano/src/history.c", "C", 0, 0, 403, 0, 0, 91, 119, 613
"/home/parsa/Desktop/nano/src/move.c", "C", 0, 0, 424, 0, 0, 111, 100, 635
"/home/parsa/Desktop/nano/src/nano.c", "C", 0, 0, 1994, 0, 0, 268, 276, 2538
"/home/parsa/Desktop/nano/src/prompt.c", "C", 0, 0, 554, 0, 0, 131, 108, 793
"/home/parsa/Desktop/nano/src/prototypes.h", "C++", 0, 0, 0, 568, 0, 37, 55, 660
"/home/parsa/Desktop/nano/src/rcfile.c", "C", 0, 0, 1355, 0, 0, 142, 213, 1710
"/home/parsa/Desktop/nano/src/revision.h", "C++", 0, 0, 0, 1, 0, 0, 1, 2
"/home/parsa/Desktop/nano/src/search.c", "C", 0, 0, 675, 0, 0, 184, 168, 1027
"/home/parsa/Desktop/nano/src/text.c", "C", 0, 0, 2218, 0, 0, 453, 502, 3173
"/home/parsa/Desktop/nano/src/utils.c", "C", 0, 0, 345, 0, 0, 89, 91, 525
"/home/parsa/Desktop/nano/src/winio.c", "C", 0, 0, 2653, 0, 0, 627, 470, 3750
"/home/parsa/Desktop/nano/syntax/Makefile", "Makefile", 1812, 0, 0, 0, 0, 12, 60, 1884
"Total", "-", 14224, 4239, 39893, 38939, 11079, 25622, 12882, 146878
